dialog,emotion
"[""That man's really a bore to me"", 'Which one do you mean', 'The man with his hair cropped']","[0, 0, 0]"
"['I enjoyed talking to you', 'I enjoyed talking to you too', 'We should hang out some time', 'I think that would be nice', 'Is there anything you would like to do next time', 'Do you want to go out to eat', ""I'd like that"", ""So I'll see you next time"", ""I'm going to call you soon"", ""I'll talk to you later"", 'See you soon', 'Goodbye']","[4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
"['May I help you find something , or are you just looking', ""I'm just looking"", 'Then take your time , please', 'Thank you']","[0, 0, 0, 4]"
"['Where can I get a good novel', ""There's a bookstore just across the street""]","[0, 0]"
"['What are in this folder', 'They are reports of our company', 'Are they filed alphabetically', 'No , they are filed according to dates', 'Can you find last month ’ s report for me , please', 'No problem , here you are']","[0, 0, 0, 0, 0, 0]"
"['I really need to find a bus that goes by PCC', 'Where do you need to catch this bus at', 'All the way up on Las Flores Drive and Fair Oaks', 'I can tell you what bus to catch , but you have to walk a little bit', ""Walking isn't a problem for me"", 'The 267 stops at Altadena Drive and Fair Oaks', 'Which direction do I want', 'Get on the bus heading west', 'Do you know where I get off at', 'Del Mar and Hill', 'Thanks for letting me know , home-girl', 'No problem']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"[""Where's the nearest bank"", ""It's just around the corner""]","[0, 0]"
"['What can I do for you', ""I'm looking for the cameras"", ""They're in Aisle Two""]","[0, 0, 0]"
"['Hi , Bob', 'How did you do on your driving test', 'Passed', ""That's great and it was your first try""]","[0, 0, 0, 4]"
"['Hang out the clothes', ""But it's raining""]","[0, 0]"
"['We wish to express our desire to trade with you in leather shoes', 'We are interested in this field', 'Please inform us of your decision as soon as possible']","[0, 0, 0]"
"['What can I do for you', 'I need to make a deposit', 'Are you depositing cash or a check', 'I ’ m depositing a check', 'Please sign the back of the check', 'There you go', 'Do you want cash back', 'Yes , please', 'How much cash would you like', 'I want $ 150', 'Here ’ s your $ 150', 'Thank you , and have a nice day']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['What do you feel like eating this morning', 'I usually just have a bowl of cereal', 'The most important meal of the day is breakfast', ""Yeah , but I don't usually have time to eat a big breakfast"", 'You can always make an easy breakfast', 'What do you make', 'All I make is oatmeal , toast , and some orange juice', 'That sounds pretty good', ""I like it , and it's a fast meal"", 'That is a very quick meal to make', 'I can make it for you if you like', 'Oatmeal and toast sounds good to me']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 4]"
"['May I help you', ""Yes , I'm looking for Bob"", ""He's in a meeting with Phil"", 'No problem , I can wait']","[0, 0, 0, 0]"
"['If we employ you , what starting salary would you expect', ""I'd like to start at 3000 yuan a month"", 'I think your background and experience are worth the compensation', 'Does it include bonuses', 'No , there are annual bonuses , one week paid vacation a year , and health insurance', 'Very good']","[0, 0, 0, 0, 0, 4]"
"['Are you feeling OK', 'My stomach is bothering me', 'What have you been eating', 'I had a ham sandwich with mayonnaise for lunch', 'Maybe the food had something wrong with it', 'It could be bad food , but I didn ’ t feel so well yesterday , either', 'Have you been under a lot of pressure lately', 'I haven ’ t been under any more stress than usual', 'Perhaps you have caught that bug that is going around', 'I feel like maybe I am coming down with the flu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
"['Who will meet you at the airport', 'No one', 'Oh , then I will arrange one of my staff to meet you at the airport']","[0, 0, 0]"
"['Is there anything I can do for you', ""I'm planning a trip to Europe"", 'Have you decided which city you want to go', ""Well , what's the price of this route"", ""That's $ 400 and we will visit 4 cities""]","[0, 0, 0, 0, 0]"
"['I would like to get a bus pass', 'Do you know what kind of pass you want', 'Can you tell me my options', 'There are passes for a day , month , and week , and there are student passes', 'I would like the student pass', 'Let me see your student ID', 'Here you go', 'Thank you very much', 'How much will it be for the pass', 'The monthly sticker is $ 24 , but the actual pass is free', ""That'll be fine"", 'We appreciate your business']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 4]"
"[""Day , I'm home"", 'Do you have any homework today', ""I'll do it later"", 'Go and do it now', 'Can I have some cookies first , please']","[0, 0, 0, 0, 0]"
"['I had a busy morning', 'What did you do', 'I watered all the plants', 'You have a lot of plants', 'Then I did my laundry', 'That takes some time', 'I took the dog for a walk', ""I'll bet he enjoyed his walk"", 'I vacuumed the entire house', ""That's a lot of work"", 'And then I made lunch', ""I'll bet you were hungry""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What type of music do you like to listen to', 'I like listening to different kinds of music', 'Like what , for instance', 'I enjoy Rock and R & B', 'Why is that', 'I like the different instruments that they use', ""That's a good reason to like something"", 'Yeah , I think so too']","[0, 0, 0, 0, 0, 0, 4, 4]"
"['Did you vote yesterday', 'I sure did', 'What candidate did you vote for', 'I voted for Obama', 'I ’ m shocked he actually won', 'I knew he would win', 'How ’ d you know', 'He was the best candidate this year', 'What about him being black', 'I guess America is finally maturing', 'I think you have a point']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0]"
"['Would you mind doing something for me', 'I would if I could', 'Will you please explain the meaning of this word', 'Yes , with pleasure']","[0, 0, 0, 4]"
"['What games do you like', 'I like word games', 'How about a game of bridge', ""I don't like it at all"", 'What about guessing games', ""I'm not one for the games"", ""Let's play other game"", 'What about playing go', 'OK']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""Would you cash these travelers ' checks , please"", 'How would you like them', 'In ten dollar bill , please', 'Is there anything else', ""Yes , I'd like to know how to send money to France""]","[0, 0, 0, 0, 0]"
"[""Why didn't you sign the contract"", ""Because that company's behavior is not in accordance with international law""]","[0, 0]"
"['Is there a doctor here', 'No', 'Can you call an Ambulance', ""Sure , what's happened""]","[0, 0, 0, 0]"
"['What can I help you with', 'I need to hire you', 'What do you need me for', 'I need you for my court date', 'What kind of case do you have', 'I ’ m being charged with a felony', 'I can help you with that', 'What is your price', 'I charge $ 150 an hour', 'I can ’ t afford that', 'That ’ s my rate', 'That ’ s expensive , but I need you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What kind of music do you like', 'I like popular music best', 'Me too', 'Who is your favorite singer', 'Qi In is', 'Do you know this song', 'Yes , I like it very much', ""Let's sing it together , shall we"", 'No problem']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What should I prepare for the recruitment fair', 'You should wear a formal dress and be confident', 'What application materials should I take', 'You should take several resumes and some copies of your graduate diploma']","[0, 0, 0, 0]"
"['I need to buy a bus pass', 'What kind of bus pass would you like to buy', 'What are the different kinds', 'You can get a day , weekly , monthly , or student pass', 'Could I get a student pass , please', 'Sure , can I see your student ID', 'Sure , here it is', 'Very good', 'How much for the pass', ""It's free , but the monthly sticker is $ 24"", ""Okay , I'll take it"", 'Thank you for your purchase', 'You are welcome']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 4]"
"['I really want to make a salad', 'Do you know what kind of salad that you want', ""I'm not sure what kind that I want"", 'I usually make a Caesar salad', 'Those taste really good', 'Which kind of salad are you going to make', 'I want a chicken salad', 'I enjoy chicken salads', 'I like salads with croutons , almonds , and shredded cheese', 'I really like how that sounds', ""Why don't you make a salad like that"", ""I'm going to do that then""]","[0, 0, 0, 0, 4, 0, 0, 4, 0, 4, 0, 0]"
"['I need order in the court', 'I am ready to make my plea', 'What do you plead', 'I plead not guilty', 'All the evidence indicates that you are guilty', 'I realize that , but I am not guilty', 'Is that right', 'I had nothing to do with the crime that was committed', 'Who is the guilty party', 'I ’ ll tell you if you let me go', 'I ’ d be glad to make a deal with you', 'I am willing to tell you that information']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Can I help you sir , what do you need', 'I need a packet of cigarettes please', 'Of course sir , no problem', 'Thanks']","[0, 0, 0, 4]"
"['What is your case against the police', 'They arrested me for nothing', 'What do you mean', 'They weren ’ t supposed to arrest me', 'Didn ’ t they let you go', 'They didn ’ t let me go until the next morning', 'So they kept you at the station', 'They sure did', 'Did they tell you why they arrested you', 'I matched the description of a robbery suspect', 'I understand', 'I want to take them to court']","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
"['Please switch work shifts with me', 'I would if I could', ""Why can't you"", 'Because I have other obligations']","[0, 0, 0, 0]"
"['Can you tell me what bus to catch from Altadena to downtown LA', 'You can catch the 486', 'That bus goes all the way to LA', 'I believe so', 'Is the bus ride long', 'It only takes 45 minutes to an hour', ""That's all"", ""It's a pretty short trip"", 'Is there always a lot of people on that bus', 'It only gets crowded once it gets to LA', 'Oh okay , thank you', 'No problem']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['Could I speak to you for a minute', 'What do you want to speak to me about', 'I want to talk about this year ’ s election', 'Oh , you do', 'I am volunteering for the campaign', 'What made you decide to volunteer', 'I want to be a part of history', 'Good for you', 'Do you plan on voting', 'I will be voting', 'You should try and make it early to your polling place', 'Thanks for letting me know']","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4]"
"['I need to open an account', 'Do you know what kind you want to open', 'I want a checking account', 'Do you know what the minimum balance is', 'What is that', 'You need to keep it at $ 100', 'That ’ s it', 'That ’ s the least amount you can have', 'What ’ ll happen if I don ’ t maintain that', 'We will fine you', 'How much will I be fined', 'You will be fined $ 25']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""I don't think we come here at a right time"", ""What's wrong"", ""The museum doesn't open today"", 'What a pity', 'Where shall we go now', 'Why not have a visit to the zoo']","[0, 0, 0, 5, 0, 0]"
"['How long would you stay , sir', 'Two nights', 'Would you please fill in this registration form', ""I've finished""]","[0, 0, 0, 0]"
"['What are you eating', 'Rice', 'Why', ""Because it's supposed to be good for you""]","[0, 0, 0, 0]"
"['What post have you held before', 'I have been a salesman', 'How many places have you worked altogether']","[0, 0, 0]"
"['Hi , sorry to have kept you waiting', ""That's all right"", 'How are you', 'Fine , and you']","[0, 0, 0, 0]"
"['Why are you quitting', ""I've had enough""]","[0, 1]"
"[""What's that"", 'These drawings on the wall are process sheets', 'Oh', 'They describe how each process goes on to the next']","[0, 0, 0, 0]"
"['Have you ever gotten a parking ticket', ""I've gotten a few"", 'How many is a few', ""I've gotten about six"", 'Have you paid all your tickets off', ""Yes , I've paid all of them off"", 'How much is the fine', ""It's like $ 130 each ticket"", ""That's not cheap at all"", 'I got a parking ticket the other day', ""Pay it off , and they'll clear your record"", ""I'm going to do that as soon as possible""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Do you know how the national flag of Canada looks like', ""I don't know"", 'There is a maple leaf on the flag']","[0, 0, 0]"
"['What is the great trait in your personality', 'I suppose my strong point is that I like developing new things and ideas', 'So you may like inventive jobs', 'Yes , I like inventive jobs and I am capable and responsible']","[0, 0, 0, 0]"
"[""Who's the champion in this picture"", 'Let me show you , the one with curly hair', ""He's very handsome , I think""]","[0, 0, 0]"
"[""Study hard , otherwise you'll fail"", 'Yes , Mum', ""Don't render me lip-service , you'd better stay at home tonight"", ""But it's Sunday , isn't it""]","[0, 0, 0, 0]"
"['I need to pay the fine on my ticket', 'Do you have the ticket with you', 'Yes , I have my ticket with me', 'Let me see your ID', 'I forgot to bring that with me', 'You need it to pay your fine', ""Why can't I just give you the money for the fine"", 'Because , I need to see a photo ID in order to verify who you are', 'Okay , I think I understand', 'All right , come back and bring your ID', 'So once I pay this off , my record will be cleared', 'Once you pay it , your record will be cleared']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
"['Dodge Automobiles , may I help you', 'Is this Susan', ""No , I'm the operator"", 'Oh well , do you know if the Susan Li is available', ""One moment and I'll check""]","[0, 0, 0, 0, 0]"
"['How much is this shirt , please', ""It's 89 yuan"", 'Do you have it in a larger size', 'Let me check']","[0, 0, 0, 0]"
"['Plastic bags are widely used nowadays', ""But they're hard to be disposed of"", 'In this aspect , I think , Pater bags have the edge on plastic bags']","[0, 0, 0]"
"['We ’ re trying to get donations', 'What are you getting donations for', 'We ’ re getting donations for the campaigns', 'How much money are you looking to make', 'As much as we can', 'Are you doing different fundraisers', 'We ’ re just going door to door', 'You should do something else', 'Do you have any suggestions', 'Try a car wash and selling candy', 'That is a good idea', 'You ’ ll make more money that way']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Are you ready to order , sir', ""Yes , I'll have tomato soup and my friend will have mushroom soup"", 'Do you want anything to go with soup', 'Yes , bring us two steaks and two loads of bread , please']","[0, 0, 0, 0]"
"['How is your computer skill', 'My familiarity to computer is great , and I use computer frequently in my daily life and work', 'What kind of software can you use skillfully', 'I am competent in using Word , Excel , Windows and other commonly used softwares']","[0, 0, 0, 0]"
"['May I please speak to Tom', 'Tom has gone to lunch', ""I'll just try him again"", 'Do you want me to have him give you a call', 'No , but what time do you expect him back', 'He should be back in about forty minutes']","[0, 0, 0, 0, 0, 0]"
"[""Hello , I'm returning your phone call"", ""I'm glad that you could get back to me so fast"", 'No problem , but what were you calling about', 'I needed to talk to you about your son', 'Is he messing up in school', 'He was acting up in class one day last week', 'What was he doing', ""He wouldn't stop talking throughout the class"", ""I don't know what's gotten into him"", 'If you could , would you please talk to him', 'I will get right on that , and I am very sorry', 'I really appreciate your help']","[0, 4, 0, 0, 0, 0, 6, 0, 0, 0, 5, 4]"
"['Hello , can I speak to Alice , please', 'Hold on , please', 'Thank you', 'Sorry , but she ’ s out', 'Could you tell her Tom Green called', 'I ’ d be glad to']","[0, 0, 4, 5, 0, 4]"
"[""I'm afraid I forgot to lock the door"", ""You're so careless , Billy"", ""Sorry , Mum , I'll lock it right away"", ""I've done it for you""]","[5, 0, 5, 0]"
"['I think it might be a good idea to work as a guide', 'Where do you intend to go', 'Three Gorges of the Yangtze River', ""That's beautiful""]","[4, 0, 0, 0]"
"[""I can't find proper parking space"", ""Let's just park here"", ""No , there's no parking sign"", ""Oh , the policeman's coming""]","[0, 0, 0, 0]"
"['I may go grocery shopping later', 'We need to get food', ""I don't think we have any food"", 'What are you going to buy', 'What food are we out of', 'Go and look in the kitchen', 'Could you look for me', 'You should just get the basics', 'What would that be', 'Get some eggs , milk , and bread', 'Would you please make a list for me', ""Okay , I'll write it down for you""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""He's going too slow"", 'Pass him']","[0, 0]"
"['Are you going somewhere', 'I ’ m on my way to work', 'Where do you work', 'I work at the polling place', 'You didn ’ t tell me you were working there this year', 'I do this every year', 'How ’ d you get that job', 'I applied online', 'That ’ s interesting', 'I enjoy working there every year', 'How much do they pay', 'They pay just enough']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['How much does this cost', 'Sixty dollars']","[0, 0]"
"['How do you like Chinese food', ""It's my favorite"", 'What other kind of food do you like', 'I like Indian food as well']","[0, 4, 0, 0]"
"[""What's this city famous for"", 'Tea and silk', 'Where can we have the famous tea', 'Preferably at the big department stores', 'Thank you']","[0, 0, 0, 0, 0]"
"['I really need to go shopping', 'What do you need to buy', 'I need to look for a new bedroom set', 'Where are you going to go look for one', 'I have absolutely no idea', ""You don't know where you want to look for one"", ""No , I'm not sure where they sell nice bedroom sets"", 'Do you want to know where I got mine from', 'Yes , because I love yours', 'I purchased mine from IKEA', 'Is IKEA affordable', 'Not at all , but you get what you pay for']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I have a taste for something sweet', 'What are you thinking', 'I want some kind of dessert', 'Well , what kind of dessert do you want', 'I was thinking about ordering some kind of pie', 'Do you know what kind you want', ""I honestly don't know"", 'Did you want to know my favorite kind of pie', ""What's your favorite kind"", 'My absolutely favorite kind of pie is apple', 'That sounds really good to me right now', ""I'm happy to help""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4]"
"['Next please', 'I want to send this letter to the US by airmail', ""That'll be five yuan forty , please""]","[0, 0, 0]"
"['Where do you work', 'I work at a hospital', 'Are you a doctor', ""No , I'm a nurse""]","[0, 0, 0, 0]"
"['Did you take the job', 'No', 'Why not', 'It involves a lot of travel']","[0, 0, 0, 0]"
"['What are you doing tomorrow', ""I'm going to work"", 'What time will you be home', ""Around 6 o'clock""]","[0, 0, 0, 0]"
"['What are in this folder', 'They are reports of our company', 'Are they filed alphabetically', 'No , they are filed according to dates', 'Can you find last month ’ s report for me , please', 'No problem , here you are']","[0, 0, 0, 0, 0, 0]"
"['Do you like the apartment so far', 'I see a problem', 'What ’ s the problem', 'I noticed that the faucet in the kitchen is leaking', 'That ’ s no big deal', 'It ’ s going to be a problem when my water bill comes', 'What do you want me to do about it', 'I would like you to fix the problem', 'I won ’ t be able to do that right now', 'Well , I won ’ t be able to rent the apartment until the problem is fixed', 'Fine , I ’ ll have it fixed for you', 'I ’ m happy that we ’ Ve come to an agreement']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['Excuse me , waiter , would you please give us a menu', 'Sorry , sir , here you are', 'Well , do you have a menu in Chinese', 'Please wait a moment , I will bring you one']","[0, 0, 0, 0]"
"['Could I change these pounds for dollars , please', 'Do you want small bills or large', ""It doesn't matter"", 'Do you want anything else', ""Yes , I'd like to know the exchange rate for yen""]","[0, 0, 0, 0, 0]"
"['How are you', 'I ’ m fabulous', 'What can I help you with', 'I need to make a withdrawal', 'How much are you withdrawing today', 'I need $ 300', 'What account would you like to take this money from', 'Take it from my checking account', 'Here ’ s your $ 300', 'Thank you so much', 'Will you be needing anything else', 'That ’ s it for today']","[0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
"[""It's time to go to bed"", ""But mum , we're watching this movie"", ""I don't care , it's school in the morning"", 'Just 10 more minutes']","[0, 5, 0, 0]"
"['Can you tell me the price for a bus pass', 'It costs $ 65 to buy a monthly pass', 'Is there a cheaper bus pass', 'There are student passes', 'For how much', ""It doesn't cost anything for the pass"", ""It's absolutely free"", 'The monthly sticker costs you', 'How much is that', ""Each month it'll cost $ 24 for a new sticker"", 'Let me get the student bus pass', 'Let me go get it for you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""Ladies and gentlemen , welcome to tonight's fashion show"", 'We see you are all dressed to the nines', 'How very appropriate , because tonight we have a most dazzling show for you', 'Yes , this runway is going to sparkle with glamour and style', ""Some of tonight's highlights are dressed in the latest straight from Shanghai"", 'And others directly from New York', 'So , sit back and relax and get your order forms ready', ""Because you're going to love this show""]","[0, 0, 0, 4, 0, 0, 0, 4]"
"['Golden Taxi cabs , how may I help you', 'Can you send a cab to pick me up', 'Sure , where are you', ""I'm on the corner of the Fifth and Mane""]","[0, 0, 0, 0]"
"['What case do you have against the police', 'I want to take them to court for arresting me', 'I don ’ t understand', 'There was no reason for them to arrest me', 'They let you go , didn ’ t they', 'They released me the next morning', 'They detained you at the station', 'That ’ s exactly what they did', 'Why did they arrest you', 'They said I matched the description of a robber', 'I get it now', 'I ’ m definitely taking them to court']","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
"[""I'm tired"", ""Okay , let's call it a day""]","[0, 0]"
"['Did you see who the suspect was', 'I got a perfect look at the suspect', 'Would you be able to pick him out of a line-up', ""That'll be easy"", 'Please take a careful look at these five men', 'Okay', 'Is the suspect in this line', 'I see him', 'Which number is he', 'The suspect is number four', 'Your cooperation is very much appreciated', ""I'm happy to be of assistance""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['I passed all the tests , Mom', 'Well done']","[4, 4]"
"[""I'm really happy that you came to visit me"", 'I really missed you a lot', ""I've been missing you like crazy"", ""I don't understand why you haven't come to visit me"", ""Lately , I've been quite busy"", ""Tell me what you've been up to"", ""I've really been working a lot lately"", ""I've been pretty busy myself"", 'So what have you been up to', ""I've just been working a lot"", ""Whatever the reason may be , I'm glad you visited me"", ""I'm glad I did too""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['You just ran a red light', 'Did I']","[0, 0]"
"['How may I help you', 'I would like to return an item', 'What are you returning', 'I want to return this cellphone', 'Is there a problem', ""It's broken"", 'What exactly is wrong with it', 'The phone turns off by itself', ""That's fine , but do you have your receipt with you"", 'Yes , here it is', ""I'll refund your money right now"", 'Thank you so much']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['How did you get the piano here', 'It was hard work', 'You never did it on your own', 'It took three of us to move it']","[0, 0, 0, 0]"
"[""You shouldn't let the dirty dishes accumulate in the sink"", 'I know , I should wash them right away']","[2, 0]"
"[""Out of every movie that you've seen , which one is your favorite"", ""I'm going to have to say that Superbad is the best movie ever"", 'You think so , how come', 'Well , Superbad is super funny', ""You're not lying , I found that movie absolutely hilarious"", ""I didn't know that you saw Superbad before"", 'I made sure to be in line to see it the first day it came out', ""I couldn't keep from laughing throughout the whole movie"", 'I was laughing hysterically the whole time ; my stomach muscles hurt afterwards', ""That's exactly how I felt"", 'I got the movie when it came out on DVD , do you want to come over', 'I would love to']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['Which way is the dining car', 'Two cars forward', 'What time will breakfast be served', '7:00 , sir']","[0, 0, 0, 0]"
"['I learned of the railway accident only this morning', 'A really dreadful accident and many people were killed', 'Is that true', 'Yeah , well , I fill you in one the details later', 'Thanks']","[0, 5, 0, 0, 4]"
"['Could I ask the company for the housing', 'Yes , but now we are fresh out of staff quarters', 'How will you solve the problem', 'The company will assign you housing subsidies at 400 yuan a month']","[0, 0, 0, 0]"
"['Are you going to vote', 'I am so excited to be voting', 'Do you know who you ’ re going to vote for', 'I am so impressed with the candidate I ’ m going to vote for', 'What ’ s so great about him', 'I feel that he is very intelligent', 'Oh , really', 'Yes , and I agree with all his policies', 'That ’ s good to hear', 'I think this man is going to be the next President', 'I hope so', 'I ’ m going to make sure and get my vote in']","[0, 4, 0, 4, 4, 4, 6, 4, 4, 0, 0, 0]"
"['Can you give me a hand', 'Of course']","[0, 0]"
"['How many parking tickets have you gotten before', ""I've gotten a few parking tickets before"", 'How many', 'Only about five or six', 'Have you paid off your parking tickets', 'Yes , I paid my fines', 'How much do you have to pay for the ticket', ""If I remember correctly , it's about $ 130"", ""That's a lot of money"", 'I got one the other day', 'Well , you better make sure you pay it off', 'I may just go to the DMV today , so I can pay the fine']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Hello , Is this room service', 'Yes , May I help you', 'This is the room 1425 , we asked for the room service an hour ago', 'we are very sorry to cause you a lot of inconvenience', ""What's the matter"", ""We're rather busy right now"", 'It will take another 15minutes  Is it really going to take that long , will you rush the order', ""I'm afraid it will take 15 minutes at most"", 'ha , well , we have no choice']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What are you calling about today', 'I scheduled a delivery for tomorrow', 'Is there a problem', 'I would like to reschedule', ""That shouldn't be a problem"", 'Can I have it delivered the day after tomorrow', 'So , you want it delivered the day after tomorrow', 'Yes , will that be possible', 'What time would you like us to deliver it', 'Is 2:30 Okay', 'Your delivery has been confirmed', ""Thank you , and I'm sorry for the change of plans""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['Stop burping', ""I can't help it""]","[0, 0]"
"[""Small world , isn't it"", 'Indeed , it is', 'I never imagined meeting you here', ""It's really a surprise""]","[0, 0, 6, 6]"
"['Have you got any certificate of technical qualification', ""Yes , I have obtained an accountant's qualification and a driver's license"", ""How long did it take you to get your driver's license"", 'I spent a year to get my license']","[0, 0, 0, 0]"
"[""I broke Mom's vase"", ""She's going to kill you""]","[0, 0]"
"['You have worked in your present company for five years', 'Yes , I do', 'Why do you want to resign', 'As you know I serve as a secretary in my present company , I really want to look for a more challenging opportunity', 'What kind of work are you interested in', 'Just as you advertised in the newspaper', 'So you are interested in our company', ""Yes , what's more , your company is one of the largest and best trading companies in this line of business""]","[0, 0, 0, 0, 0, 0, 0, 0]"
"['I am really excited', 'Why are you so excited', 'I just got done voting', 'This was your first time voting , wasn ’ t it', 'I just turned 18 last month', 'That is so lucky of you', 'Why', 'You turned 18 a month before the election', 'I didn ’ t think of it that way', 'Are you serious', 'Seriously , but I ’ m excited that I did', 'Congratulations on being a part of history']","[4, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0]"
"['What a terrible house', ""I'm sick of it , too"", ""The door bell doesn't work , the sink is leaking  There's no hot water , and the building is falling apart"", ""It's no use complaining"", ""If we had got enough money , we wouldn't put up with it""]","[1, 0, 1, 1, 1]"
"[""What's on Channel 12 at 8: 00"", ""If I remember correctly , there's a quiz show"", 'Do you want to watch it', ""Let's see what else is on first""]","[0, 0, 0, 0]"
"['Would you like any toast , dear', 'Um', 'Toast , dear', 'As you like', 'Would you like any tea , dear', 'It doesn ’ t make any difference to me', 'Oh , you ’ re not listening to me', 'Leave me alone']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Can you send someone to fix my internet', 'Are you having a problem with it', 'My internet is having problems connecting', 'Can you tell me how long your internet has been messing up', ""I've been having this problem for the last few days"", 'Will the internet even pop up', ""It'll pop up , but it won't connect to a webpage"", ""Since the internet isn't broken , your connection must be messed up"", 'Do you think you can send somebody over to fix it', ""If you'd like , I can send someone to fix it right now"", 'How long will it be till they get here', 'It should be no longer than an hour']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Miss , where do you want to go', 'Could you drop me off at the airport', 'No problem', 'Do I need to pay any extra charge for my suitcases', 'Yes , you are charged 50 cents a piece', 'All right']","[0, 0, 4, 0, 0, 0]"
"['Have you heard about the robbery', 'I saw the whole thing happen', 'For real', 'I was in the bank during the robbery', 'What went down', 'Some dude came into the bank with a gun', 'Are you serious', 'When he pulled out the gun , I got so scared', 'Tell me what else happened', 'He got the money and tried to leave', 'Did the cops get him', 'The cops arrested him before he could even make it out the door']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
"['Which institute did you choose in university', 'I chose the Institute of Foreign Language', 'How many departments were there in your university', 'There were a number of them , such as Department of Literation , Department of Journalism and Communication , Department of Art Design , etc']","[0, 0, 0, 0]"
"[""I don't understand why I'm being arrested"", 'You have a warrant', 'A warrant for what', 'Apparently , you have a bench warrant', 'What does that mean', 'You missed a court appearance', ""I wasn't aware that I had to go to court"", ""I don't know what to tell you"", ""I don't find this fair"", ""Life isn't fair"", ""Don't I have any rights"", 'You have the right to remain silent']","[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
"['I have been having a lot of headaches lately', 'Have you been having these headaches for a long time', 'I have had headaches my whole life , but they have been getting worse lately', 'Have you been under a lot of stress lately', 'I ’ Ve been under stress , but no more than usual', 'Have you been getting enough sleep lately', 'No , I only sleep a few hours a night', 'Have you had any head injuries lately', 'Yes , actually I fell skiing last week and hit my head', 'I am going to send you for a CT scan , and I will see you again when we see the results']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What do you want to eat for breakfast', 'All I usually have is some cereal for breakfast', 'You know that breakfast is the most important meal of the day', ""I sometimes run late in the morning , and can't make breakfast"", ""That's not a good excuse"", 'Tell me what you eat in the morning', 'I just eat some oatmeal , toast , and orange juice', 'That sounds like a great breakfast', ""It's good , and it's easy to make"", 'That sounds like a very quick meal', 'So , are you still going to have cereal', ""I think I'm going to make myself some oatmeal and toast""]","[0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0]"
